block,longit,latit,geom,birds,nat_cover,built_cover,observer_intensity,ave_precip,roadlength,p_roadlength,g_roadlength,surr_pop,abs_pop,ave_temper
14255,134.0,433.0,010300002040710000010000000500000000000000805B004100000000A06D1A4100000000805B004100000000407D1A4100000000C07A004100000000407D1A4100000000C07A004100000000A06D1A4100000000805B004100000000A06D1A41,106,69271.5341730813,494874.106609004,74.0,1.81870380727296,17927.0656224177,396.3622527524,17530.7033696653,65705.0,4275.0,13.7349704680193
14293,134.0,471.0,010300002040710000010000000500000000000000805B00410000000060BF1C4100000000805B00410000000000CF1C4100000000C07A00410000000000CF1C4100000000C07A00410000000060BF1C4100000000805B00410000000060BF1C41,35,854828.118157003,43871.6757000969,62.0,1.98658096665794,1220.64696752573,346.251015479664,874.395952046065,187315.0,200.0,13.4582800614488
14300,134.0,478.0,010300002040710000010000000500000000000000805B004100000000C02C1D4100000000805B004100000000603C1D4100000000C07A004100000000603C1D4100000000C07A004100000000C02C1D4100000000805B004100000000C02C1D41,163,553170.220794443,45165.3002413333,420.0,1.89983604444983,3063.76281062824,754.727101241823,2309.03570938642,202540.0,75.0,13.3615446052828
14482,135.0,434.0,010300002040710000010000000500000000000000C07A004100000000407D1A4100000000C07A004100000000E08C1A4100000000009A004100000000E08C1A4100000000009A004100000000407D1A4100000000C07A004100000000407D1A41,32,67810.2761375457,201558.889236879,38.0,1.81399964767596,10467.9808496725,72.3093569478308,9262.58766619139,57370.0,480.0,13.7322657977678
14711,136.0,433.0,010300002040710000010000000500000000000000009A004100000000A06D1A4100000000009A004100000000407D1A410000000040B9004100000000407D1A410000000040B9004100000000A06D1A4100000000009A004100000000A06D1A41,142,264330.240871655,11312.4790700821,125.0,1.80502777451968,5717.1762507457,1495.78388333114,2590.03362506297,57810.0,140.0,13.7434607528521
14748,136.0,470.0,010300002040710000010000000500000000000000009A004100000000C0AF1C4100000000009A00410000000060BF1C410000000040B900410000000060BF1C410000000040B9004100000000C0AF1C4100000000009A004100000000C0AF1C41,69,693932.229700448,82852.7143367848,94.0,2.00013414840343,3581.37788982361,1302.327935025,2279.04995479861,174615.0,305.0,13.4803426916922
14753,136.0,475.0,010300002040710000010000000500000000000000009A004100000000E0FD1C4100000000009A004100000000800D1D410000000040B9004100000000800D1D410000000040B9004100000000E0FD1C4100000000009A004100000000E0FD1C41,76,668896.032685497,85.3629574200873,98.0,1.96232256336518,2382.95338297191,918.583584318057,1464.36979865385,202150.0,25.0,13.4079055210462
14995,137.0,485.0,01030000204071000001000000050000000000000040B9004100000000209A1D410000000040B9004100000000C0A91D410000000080D8004100000000C0A91D410000000080D8004100000000209A1D410000000040B9004100000000209A1D41,120,667561.246385353,1459.2922156483,174.0,1.81916521845684,5300.84519151116,520.941814064626,4779.90337744653,150805.0,115.0,13.2475766509936
15126,138.0,379.0,01030000204071000001000000050000000000000080D8004100000000E02117410000000080D80041000000008031174100000000C0F70041000000008031174100000000C0F7004100000000E02117410000000080D8004100000000E0211741,21,2860.11257449516,327789.541528056,21.0,1.84442967396147,9408.72535754897,1094.41948989451,8314.30586765446,33715.0,1125.0,14.4162885396849
15127,138.0,380.0,01030000204071000001000000050000000000000080D8004100000000803117410000000080D80041000000002041174100000000C0F70041000000002041174100000000C0F7004100000000803117410000000080D800410000000080311741,14,51894.9017790849,101032.948527784,23.0,1.82115237225485,4017.11748027064,1120.74384663534,2896.37363363529,36770.0,320.0,14.4199382692411
15221,138.0,474.0,01030000204071000001000000050000000000000080D800410000000040EE1C410000000080D8004100000000E0FD1C4100000000C0F7004100000000E0FD1C4100000000C0F700410000000040EE1C410000000080D800410000000040EE1C41,75,63449.0875824037,82141.0987704372,313.0,1.99850368353626,5697.37854867759,1076.67456057177,4620.70398810582,221865.0,65.0,13.4284264746415
15474,139.0,489.0,010300002040710000010000000500000000000000C0F7004100000000A0D81D4100000000C0F700410000000040E81D4100000000001701410000000040E81D41000000000017014100000000A0D81D4100000000C0F7004100000000A0D81D41,130,254141.898028629,12074.3767460514,577.0,1.77844723396374,4524.9939922389,979.082613239901,3545.911378999,156590.0,100.0,13.1978586569675
15475,139.0,490.0,010300002040710000010000000500000000000000C0F700410000000040E81D4100000000C0F7004100000000E0F71D41000000000017014100000000E0F71D4100000000001701410000000040E81D4100000000C0F700410000000040E81D41,93,869847.558627157,6819.614251174,268.0,1.76830714866931,1425.04535571643,621.222458700572,803.822897015854,150380.0,25.0,13.1763104817815
15610,140.0,387.0,0103000020407100000100000005000000000000000017014100000000E09E174100000000001701410000000080AE174100000000403601410000000080AE1741000000004036014100000000E09E1741000000000017014100000000E09E1741,45,17465.5138851688,472785.454422349,25.0,1.80760422810007,10248.4241663681,1022.22217475038,9226.20199161777,39925.0,1665.0,14.4421900694788
15688,140.0,465.0,0103000020407100000100000005000000000000000017014100000000A0611C4100000000001701410000000040711C4100000000403601410000000040711C41000000004036014100000000A0611C41000000000017014100000000A0611C41,65,53492.2451976135,285142.812388072,142.0,1.98713068509711,6927.65458845827,1039.77953288366,3843.98280415239,227365.0,765.0,13.5698853582967
15689,140.0,466.0,010300002040710000010000000500000000000000001701410000000040711C41000000000017014100000000E0801C41000000004036014100000000E0801C4100000000403601410000000040711C4100000000001701410000000040711C41,72,370145.387825679,45974.6460237189,84.0,1.99964317333632,2734.2067479461,1166.95694732279,1567.2498006233,191570.0,15.0,13.5577974457767
15691,140.0,468.0,010300002040710000010000000500000000000000001701410000000080901C4100000000001701410000000020A01C4100000000403601410000000020A01C4100000000403601410000000080901C4100000000001701410000000080901C41,63,472509.4617713,410733.749753269,101.0,2.02839425743367,8564.02307812132,91.5324229818968,8472.49065513942,183960.0,810.0,13.525534847494
15713,140.0,490.0,010300002040710000010000000500000000000000001701410000000040E81D41000000000017014100000000E0F71D41000000004036014100000000E0F71D4100000000403601410000000040E81D4100000000001701410000000040E81D41,170,249558.911332212,155383.805349988,766.0,1.77153520254696,8259.864331867,1109.31774415869,7150.54658770831,166000.0,890.0,13.1790474149404
16167,142.0,468.0,010300002040710000010000000500000000000000805501410000000080901C4100000000805501410000000020A01C4100000000C07401410000000020A01C4100000000C07401410000000080901C4100000000805501410000000080901C41,64,169352.251947692,70.3945354604747,137.0,2.03078039649112,5349.63514962721,186.120676288182,2654.21050618541,219905.0,25.0,13.5276888045817
16171,142.0,472.0,010300002040710000010000000500000000000000805501410000000000CF1C41000000008055014100000000A0DE1C4100000000C074014100000000A0DE1C4100000000C07401410000000000CF1C4100000000805501410000000000CF1C41,55,719870.886658547,189148.496551858,115.0,2.09167090601684,2828.271909061,694.278911692223,2133.99299736878,270985.0,350.0,13.4638959424936
16172,142.0,473.0,0103000020407100000100000005000000000000008055014100000000A0DE1C4100000000805501410000000040EE1C4100000000C07401410000000040EE1C4100000000C074014100000000A0DE1C41000000008055014100000000A0DE1C41,75,563463.516786711,358512.109576118,208.0,2.06428671496514,7261.62691520398,760.499198166802,6148.82000419495,259250.0,335.0,13.4489063636621
16174,142.0,475.0,0103000020407100000100000005000000000000008055014100000000E0FD1C41000000008055014100000000800D1D4100000000C074014100000000800D1D4100000000C074014100000000E0FD1C41000000008055014100000000E0FD1C41,53,29190.8506012319,694129.886807162,108.0,2.01181902905195,12663.3129376925,1488.86595686044,7287.87777514947,253565.0,260.0,13.4191304966396
16175,142.0,476.0,0103000020407100000100000005000000000000008055014100000000800D1D41000000008055014100000000201D1D4100000000C074014100000000201D1D4100000000C074014100000000800D1D41000000008055014100000000800D1D41,53,88934.972991997,177476.195668673,81.0,1.98544120335777,5361.64379501134,729.921254923644,4631.72254008769,256865.0,110.0,13.4044431130201
16389,143.0,451.0,010300002040710000010000000500000000000000C074014100000000E0861B4100000000C07401410000000080961B4100000000009401410000000080961B41000000000094014100000000E0861B4100000000C074014100000000E0861B41,15,75473.3540669939,25970.6368914411,34.0,1.90804481563976,2778.06432570123,1375.17910362101,1402.88522208022,310385.0,30.0,13.6710603131774
16390,143.0,452.0,010300002040710000010000000500000000000000C07401410000000080961B4100000000C07401410000000020A61B4100000000009401410000000020A61B4100000000009401410000000080961B4100000000C07401410000000080961B41,65,133.217635049647,81081.9703208299,226.0,1.90900666801804,8694.94085038239,2691.32887963696,2853.84179471307,325810.0,80.0,13.6659916120669
16413,143.0,475.0,010300002040710000010000000500000000000000C074014100000000E0FD1C4100000000C074014100000000800D1D41000000000094014100000000800D1D41000000000094014100000000E0FD1C4100000000C074014100000000E0FD1C41,29,134255.895084626,243662.515021159,61.0,2.00389171099465,6103.26360008732,727.358512904402,5375.90508718292,251910.0,400.0,13.4195946427011
16414,143.0,476.0,010300002040710000010000000500000000000000C074014100000000800D1D4100000000C074014100000000201D1D41000000000094014100000000201D1D41000000000094014100000000800D1D4100000000C074014100000000800D1D41,106,931174.699198477,2987.79041375025,328.0,1.98005455053149,3130.97389191211,891.50716051641,2189.78214708442,255385.0,5.0,13.4049650162294
16415,143.0,477.0,010300002040710000010000000500000000000000C074014100000000201D1D4100000000C074014100000000C02C1D41000000000094014100000000C02C1D41000000000094014100000000201D1D4100000000C074014100000000201D1D41,76,296458.131774685,38188.5940696394,180.0,1.95948293512862,6223.48045627894,904.264425220503,5319.21603105844,229495.0,125.0,13.390517411805
16430,143.0,492.0,010300002040710000010000000500000000000000C07401410000000080071E4100000000C07401410000000020171E4100000000009401410000000020171E4100000000009401410000000080071E4100000000C07401410000000080071E41,188,503602.812876131,55750.8550712324,1231.0,1.76936988287621,4434.4209846481,1050.8323673143,3383.5886173338,171370.0,35.0,13.1633363939122
16552,144.0,375.0,010300002040710000010000000500000000000000009401410000000060E3164100000000009401410000000000F316410000000040B301410000000000F316410000000040B301410000000060E3164100000000009401410000000060E31641,41,2300.26352825903,143838.229348172,20.0,2.01113339474435,4113.20920029773,1227.65216027023,2885.5570400275,48670.0,255.0,14.4701024878626
16653,144.0,476.0,0103000020407100000100000005000000000000000094014100000000800D1D41000000000094014100000000201D1D410000000040B3014100000000201D1D410000000040B3014100000000800D1D41000000000094014100000000800D1D41,69,129302.746130847,488708.06643639,122.0,1.97287425662273,8700.73902789298,1.67694071971625,8699.06208717326,246780.0,805.0,13.4051685950703
16669,144.0,492.0,010300002040710000010000000500000000000000009401410000000080071E4100000000009401410000000020171E410000000040B301410000000020171E410000000040B301410000000080071E4100000000009401410000000080071E41,176,28416.7912653417,21339.1401825209,506.0,1.77780075851334,4683.84600234901,937.719625210935,3746.12637713808,171130.0,0.0,13.1677250807786
16808,145.0,386.0,01030000204071000001000000050000000000000040B3014100000000408F17410000000040B3014100000000E09E17410000000080D2014100000000E09E17410000000080D2014100000000408F17410000000040B3014100000000408F1741,10,1377.92123495261,649090.63808793,23.0,1.85161167400688,13050.8182023309,1172.99481893967,11877.8233833912,33045.0,2490.0,14.4971969256908
16809,145.0,387.0,01030000204071000001000000050000000000000040B3014100000000E09E17410000000040B301410000000080AE17410000000080D201410000000080AE17410000000080D2014100000000E09E17410000000040B3014100000000E09E1741,15,15662.7444994913,1550.86015038818,23.0,1.84924500547761,3088.36256022798,307.436904054363,2780.92565617362,32635.0,155.0,14.4912060041042
16847,145.0,425.0,01030000204071000001000000050000000000000040B3014100000000A0F019410000000040B301410000000040001A410000000080D201410000000040001A410000000080D2014100000000A0F019410000000040B3014100000000A0F01941,59,362186.189855748,76540.9123047744,94.0,1.77148409632359,4291.91522047399,253.359517702801,4038.55570277118,63755.0,520.0,13.8490667992287
16848,145.0,426.0,01030000204071000001000000050000000000000040B301410000000040001A410000000040B3014100000000E00F1A410000000080D2014100000000E00F1A410000000080D201410000000040001A410000000040B301410000000040001A41,27,131189.731393369,102973.134239617,79.0,1.7673320087774,9271.69762836246,1600.27711795891,6092.11613937209,69045.0,650.0,13.8322974864126
16944,145.0,522.0,01030000204071000001000000050000000000000040B301410000000040DC1F410000000040B3014100000000E0EB1F410000000080D2014100000000E0EB1F410000000080D201410000000040DC1F410000000040B301410000000040DC1F41,96,46996.5981296358,612646.9186062,56.0,1.84705576069077,15510.3249002104,1500.97249366488,13831.3078815672,69575.0,4095.0,12.6885559443405
17053,146.0,386.0,01030000204071000001000000050000000000000080D2014100000000408F17410000000080D2014100000000E09E174100000000C0F1014100000000E09E174100000000C0F1014100000000408F17410000000080D2014100000000408F1741,9,8630.94457572816,127449.324784958,15.0,1.86058903238556,4496.58843202588,829.576121399625,3667.01231062625,35115.0,525.0,14.5086305724735
17054,146.0,387.0,01030000204071000001000000050000000000000080D2014100000000E09E17410000000080D201410000000080AE174100000000C0F101410000000080AE174100000000C0F1014100000000E09E17410000000080D2014100000000E09E1741,20,6733.92403019991,140696.165971848,19.0,1.85972459220137,5806.13997540125,846.405114438985,4959.73486096226,35750.0,720.0,14.5022289597774
17189,146.0,522.0,01030000204071000001000000050000000000000080D201410000000040DC1F410000000080D2014100000000E0EB1F4100000000C0F1014100000000E0EB1F4100000000C0F101410000000040DC1F410000000080D201410000000040DC1F41,107,222633.579271156,11919.3771189525,53.0,1.87022996199888,4721.09925027901,1120.12290066991,2513.40094088083,65900.0,80.0,12.6898256035635
17435,147.0,522.0,010300002040710000010000000500000000000000C0F101410000000040DC1F4100000000C0F1014100000000E0EB1F41000000000011024100000000E0EB1F4100000000001102410000000040DC1F4100000000C0F101410000000040DC1F41,92,88059.4679553201,46566.7322826731,142.0,1.8875329869681,5442.91585087886,1088.63375971589,4354.28209116296,60990.0,25.0,12.6978984963128
17681,148.0,522.0,010300002040710000010000000500000000000000001102410000000040DC1F41000000000011024100000000E0EB1F41000000004030024100000000E0EB1F4100000000403002410000000040DC1F4100000000001102410000000040DC1F41,115,490029.568317225,1146.66686186734,272.0,1.90268549994046,3612.91962384209,1983.15542395487,1629.76419988722,55230.0,0.0,12.6998376499923
17897,149.0,491.0,0103000020407100000100000005000000000000004030024100000000E0F71D4100000000403002410000000080071E4100000000804F02410000000080071E4100000000804F024100000000E0F71D41000000004030024100000000E0F71D41,125,164097.913213496,258305.325589395,306.0,1.83511890017155,11582.7633352189,2153.63635386378,9429.12698135509,138005.0,1855.0,13.2077726695419
18132,150.0,479.0,010300002040710000010000000500000000000000804F024100000000603C1D4100000000804F024100000000004C1D4100000000C06E024100000000004C1D4100000000C06E024100000000603C1D4100000000804F024100000000603C1D41,94,270386.009066171,32846.972823031,229.0,1.88465470952388,5897.1022854535,948.249772806851,3399.4857171,127695.0,0.0,13.3615412619891
18144,150.0,491.0,010300002040710000010000000500000000000000804F024100000000E0F71D4100000000804F02410000000080071E4100000000C06E02410000000080071E4100000000C06E024100000000E0F71D4100000000804F024100000000E0F71D41,92,398119.244081619,13108.5985804361,178.0,1.84255524978906,7436.96307409572,2132.41322346362,5304.5498506321,119735.0,195.0,13.2120504059844
18322,151.0,423.0,010300002040710000010000000500000000000000C06E02410000000060D1194100000000C06E02410000000000E1194100000000008E02410000000000E1194100000000008E02410000000060D1194100000000C06E02410000000060D11941,62,57863.7197189377,342005.823196297,61.0,1.78433748898585,10460.0305725118,972.783438788655,9487.24713372316,64575.0,1475.0,13.8997769253483
18567,152.0,423.0,010300002040710000010000000500000000000000008E02410000000060D1194100000000008E02410000000000E119410000000040AD02410000000000E119410000000040AD02410000000060D1194100000000008E02410000000060D11941,81,328277.21392431,38739.7037955485,86.0,1.78323243416393,3468.53107727817,1064.38680006748,2404.14427721069,59850.0,90.0,13.9066502894609
18814,153.0,423.0,01030000204071000001000000050000000000000040AD02410000000060D119410000000040AD02410000000000E119410000000080CC02410000000000E119410000000080CC02410000000060D119410000000040AD02410000000060D11941,127,168162.541820815,4004.54096103556,111.0,1.78604784568782,3014.51931332686,1138.74471119863,1875.77460212823,53410.0,10.0,13.9138243125536
19063,154.0,425.0,01030000204071000001000000050000000000000080CC024100000000A0F019410000000080CC02410000000040001A4100000000C0EB02410000000040001A4100000000C0EB024100000000A0F019410000000080CC024100000000A0F01941,46,597804.84444454,9451.81550436478,54.0,1.76978469276749,1129.86997771299,436.813082559775,693.056895153216,65860.0,20.0,13.8972859770839
19310,155.0,425.0,010300002040710000010000000500000000000000C0EB024100000000A0F0194100000000C0EB02410000000040001A4100000000000B03410000000040001A4100000000000B034100000000A0F0194100000000C0EB024100000000A0F01941,46,23343.6177178524,209714.150018595,58.0,1.76862246649165,7124.42248202479,870.007299703901,6254.41518232089,71480.0,1140.0,13.9044025902333
19498,156.0,366.0,010300002040710000010000000500000000000000000B034100000000C056164100000000000B0341000000006066164100000000402A0341000000006066164100000000402A034100000000C056164100000000000B034100000000C0561641,24,74448.5069570306,15382.8558211696,18.0,1.87389642821409,1676.42593410053,1081.11207004029,595.313864060238,37330.0,5.0,14.4606359042935
19632,156.0,500.0,010300002040710000010000000500000000000000000B03410000000080841E4100000000000B03410000000020941E4100000000402A03410000000020941E4100000000402A03410000000080841E4100000000000B03410000000080841E41,120,85294.4875970628,76596.2621981319,1016.0,1.87771540169105,3346.10091505427,357.975483866969,2988.1254311873,76075.0,370.0,13.1539051260861
19648,156.0,516.0,010300002040710000010000000500000000000000000B034100000000807E1F4100000000000B034100000000208E1F4100000000402A034100000000208E1F4100000000402A034100000000807E1F4100000000000B034100000000807E1F41,139,839876.0594239,24317.2523863165,388.0,1.91757765313538,1630.13840446368,1117.53440526641,512.603999197266,0.0,0.0,12.8654113273183
19752,157.0,372.0,010300002040710000010000000500000000000000402A03410000000080B4164100000000402A03410000000020C4164100000000804903410000000020C4164100000000804903410000000080B4164100000000402A03410000000080B41641,24,13818.0051470856,22329.4489037881,24.0,1.8494616671985,3113.77105247966,805.347500166065,2308.42355231359,78690.0,165.0,14.5021724647621
19884,157.0,504.0,010300002040710000010000000500000000000000402A03410000000000C31E4100000000402A034100000000A0D21E41000000008049034100000000A0D21E4100000000804903410000000000C31E4100000000402A03410000000000C31E41,82,676406.114252342,27803.7991309765,311.0,1.89162247283744,1919.95990789786,1187.59532570984,732.364582188019,76420.0,0.0,13.1043421913
19999,158.0,372.0,010300002040710000010000000500000000000000804903410000000080B4164100000000804903410000000020C4164100000000C06803410000000020C4164100000000C06803410000000080B4164100000000804903410000000080B41641,46,11495.5615752489,5098.43485188235,30.0,1.83397006196129,4986.28289267524,318.560430984132,4667.72246169111,72320.0,175.0,14.4998579828984
20131,158.0,504.0,010300002040710000010000000500000000000000804903410000000000C31E41000000008049034100000000A0D21E4100000000C068034100000000A0D21E4100000000C06803410000000000C31E4100000000804903410000000000C31E41,100,72171.8743618764,168442.487313535,316.0,1.89562572460128,10417.9267511815,2621.66714109918,7796.25961008236,76440.0,190.0,13.1109506079505
20245,159.0,372.0,010300002040710000010000000500000000000000C06803410000000080B4164100000000C06803410000000020C4164100000000008803410000000020C4164100000000008803410000000080B4164100000000C06803410000000080B41641,41,446.6464487387,345544.784113519,35.0,1.81901418071919,10562.8604057503,978.649928924176,9584.21047682612,73965.0,1625.0,14.4968163360384
20304,159.0,431.0,010300002040710000010000000500000000000000C068034100000000604E1A4100000000C068034100000000005E1A41000000000088034100000000005E1A41000000000088034100000000604E1A4100000000C068034100000000604E1A41,38,72275.1501362412,9928.37933810135,36.0,1.73505318924291,2835.84419132063,1249.81035074378,1586.03384057685,75690.0,70.0,13.8457905304366
20305,159.0,432.0,010300002040710000010000000500000000000000C068034100000000005E1A4100000000C068034100000000A06D1A41000000000088034100000000A06D1A41000000000088034100000000005E1A4100000000C068034100000000005E1A41,64,759665.396547855,106157.197614029,65.0,1.72851370369696,3464.71930618038,246.661241655912,3218.05806452447,76080.0,395.0,13.8346667371237
20318,159.0,445.0,010300002040710000010000000500000000000000C06803410000000020291B4100000000C068034100000000C0381B41000000000088034100000000C0381B4100000000008803410000000020291B4100000000C06803410000000020291B41,167,173771.64212801,339475.924275423,508.0,2.02040251118044,8857.70389886203,971.759915591057,7885.94398327098,97310.0,1465.0,13.696809511323
20378,159.0,505.0,010300002040710000010000000500000000000000C068034100000000A0D21E4100000000C06803410000000040E21E4100000000008803410000000040E21E41000000000088034100000000A0D21E4100000000C068034100000000A0D21E41,78,171195.12017527,263290.600397096,77.0,1.90289296872286,4829.51767690667,1070.77253269818,3758.7451442085,76490.0,525.0,13.1020734829633
20379,159.0,506.0,010300002040710000010000000500000000000000C06803410000000040E21E4100000000C068034100000000E0F11E41000000000088034100000000E0F11E4100000000008803410000000040E21E4100000000C06803410000000040E21E41,69,505925.190875579,87566.7900911775,80.0,1.90315994417336,4305.88381185426,1035.10868184336,3270.7751300109,76475.0,165.0,13.0864091005115
20418,159.0,545.0,010300002040710000010000000500000000000000C068034100000000D0A1204100000000C068034100000000A0A92041000000000088034100000000A0A92041000000000088034100000000D0A1204100000000C068034100000000D0A12041,25,560670.484341666,15403.128500543,27.0,1.94679689922921,144.870037324535,26.8020794241332,118.067957900402,10430.0,0.0,12.1835900466601
20551,160.0,432.0,0103000020407100000100000005000000000000000088034100000000005E1A41000000000088034100000000A06D1A410000000040A7034100000000A06D1A410000000040A7034100000000005E1A41000000000088034100000000005E1A41,46,368473.008503967,322503.715937971,46.0,1.7361618583528,7363.60893431104,1076.85934805026,6286.74958626079,84635.0,1115.0,13.8390528986138
20564,160.0,445.0,010300002040710000010000000500000000000000008803410000000020291B41000000000088034100000000C0381B410000000040A7034100000000C0381B410000000040A703410000000020291B4100000000008803410000000020291B41,167,448960.328819512,266774.724256591,683.0,2.01908134759625,6405.66837724409,1234.71444825535,5170.95392898874,112475.0,955.0,13.6973964415532
20593,160.0,474.0,010300002040710000010000000500000000000000008803410000000040EE1C41000000000088034100000000E0FD1C410000000040A7034100000000E0FD1C410000000040A703410000000040EE1C4100000000008803410000000040EE1C41,139,244063.701684898,59363.5082419361,499.0,1.97589585215409,4005.79789875035,1476.23379545611,2529.56410329424,98275.0,35.0,13.4188647517183
20594,160.0,475.0,0103000020407100000100000005000000000000000088034100000000E0FD1C41000000000088034100000000800D1D410000000040A7034100000000800D1D410000000040A7034100000000E0FD1C41000000000088034100000000E0FD1C41,81,29320.640083291,22.2981128898165,168.0,1.96789381643809,3764.16134743519,2033.35038359596,1730.81096383924,78290.0,0.0,13.3988521849912
20664,160.0,545.0,0103000020407100000100000005000000000000000088034100000000D0A12041000000000088034100000000A0A920410000000040A7034100000000A0A920410000000040A7034100000000D0A12041000000000088034100000000D0A12041,31,532929.922311821,10866.5494865537,120.0,1.96542521096889,3206.49513030922,1466.86555944301,1739.62957086621,12765.0,0.0,12.1972373680145
20741,161.0,377.0,01030000204071000001000000050000000000000040A7034100000000A00217410000000040A7034100000000401217410000000080C6034100000000401217410000000080C6034100000000A00217410000000040A7034100000000A0021741,24,12655.6418379507,81509.080280308,18.0,1.77762520567447,3954.43241272467,329.31267217926,3625.11974054541,273555.0,160.0,14.5193189730796
20742,161.0,378.0,01030000204071000001000000050000000000000040A7034100000000401217410000000040A7034100000000E02117410000000080C6034100000000E02117410000000080C6034100000000401217410000000040A703410000000040121741,54,383.703056297516,694933.108371396,31.0,1.77384588199549,15633.9723816025,1054.53871137277,14579.4336702297,294165.0,3410.0,14.525071016415
20796,161.0,432.0,01030000204071000001000000050000000000000040A7034100000000005E1A410000000040A7034100000000A06D1A410000000080C6034100000000A06D1A410000000080C6034100000000005E1A410000000040A7034100000000005E1A41,26,153193.736821134,155511.441586077,31.0,1.74785177522334,7416.87244864684,847.366067237099,6569.50638140974,85715.0,680.0,13.8433813661008
20808,161.0,444.0,01030000204071000001000000050000000000000040A703410000000080191B410000000040A703410000000020291B410000000080C603410000000020291B410000000080C603410000000080191B410000000040A703410000000080191B41,177,353406.046297029,79280.0900662352,289.0,1.96454589690457,3569.20963436767,1133.14111421964,2436.06852014803,119335.0,290.0,13.7058776475448
21042,162.0,432.0,01030000204071000001000000050000000000000080C6034100000000005E1A410000000080C6034100000000A06D1A4100000000C0E5034100000000A06D1A4100000000C0E5034100000000005E1A410000000080C6034100000000005E1A41,32,2998.36424270426,72911.6219018714,46.0,1.76153550142144,7010.9953312146,3567.58994220003,3443.40538901457,90900.0,405.0,13.8476172806644
21053,162.0,443.0,01030000204071000001000000050000000000000080C6034100000000E0091B410000000080C603410000000080191B4100000000C0E503410000000080191B4100000000C0E5034100000000E0091B410000000080C6034100000000E0091B41,118,697478.214835883,38103.3897932506,189.0,1.92349113925304,2463.28221637486,470.396952496779,1992.88526387808,122670.0,195.0,13.7148946103799
21054,162.0,444.0,01030000204071000001000000050000000000000080C603410000000080191B410000000080C603410000000020291B4100000000C0E503410000000020291B4100000000C0E503410000000080191B410000000080C603410000000080191B41,59,5787.30383152609,504051.159826898,63.0,1.94588428816002,9072.82992783561,598.451706545853,8474.37822128976,120795.0,2580.0,13.7066730898059
21299,163.0,443.0,010300002040710000010000000500000000000000C0E5034100000000E0091B4100000000C0E503410000000080191B4100000000000504410000000080191B41000000000005044100000000E0091B4100000000C0E5034100000000E0091B41,113,566145.725108788,146267.345130056,166.0,1.91639637188646,2207.531243442,1328.10784526953,879.423398172473,122770.0,525.0,13.7158198401085
21544,164.0,442.0,010300002040710000010000000500000000000000000504410000000040FA1A41000000000005044100000000E0091B41000000004024044100000000E0091B4100000000402404410000000040FA1A4100000000000504410000000040FA1A41,116,600098.213375812,21484.0927120046,165.0,1.89979571550673,2383.44006246112,675.386866001985,1708.05319645913,130850.0,45.0,13.7295940844394
21723,165.0,373.0,010300002040710000010000000500000000000000402404410000000020C41641000000004024044100000000C0D31641000000008043044100000000C0D3164100000000804304410000000020C4164100000000402404410000000020C41641,36,616794.8784065,41438.5362295877,60.0,1.73575060217749,7606.06339881394,1538.88890521989,2137.88657996579,86475.0,50.0,14.4800806897509
21791,165.0,441.0,0103000020407100000100000005000000000000004024044100000000A0EA1A4100000000402404410000000040FA1A4100000000804304410000000040FA1A41000000008043044100000000A0EA1A41000000004024044100000000A0EA1A41,123,407459.182399922,6.36560836488156,219.0,1.89353860927056,2233.48997075627,79.6593659046683,2153.8306048516,118590.0,40.0,13.7397990136186
21792,165.0,442.0,010300002040710000010000000500000000000000402404410000000040FA1A41000000004024044100000000E0091B41000000008043044100000000E0091B4100000000804304410000000040FA1A4100000000402404410000000040FA1A41,92,126931.274112147,15438.3605923238,91.0,1.9040121682122,4978.90662920181,1135.23051130633,3820.80710839683,138260.0,90.0,13.7305708927674
22041,166.0,441.0,0103000020407100000100000005000000000000008043044100000000A0EA1A4100000000804304410000000040FA1A4100000000C06204410000000040FA1A4100000000C062044100000000A0EA1A41000000008043044100000000A0EA1A41,149,419286.415774903,132584.317872738,351.0,1.90819660565965,4160.59409257436,790.109772853119,3370.48431972124,145545.0,815.0,13.7408007520009
22051,166.0,451.0,0103000020407100000100000005000000000000008043044100000000E0861B4100000000804304410000000080961B4100000000C06204410000000080961B4100000000C062044100000000E0861B41000000008043044100000000E0861B41,59,14231.0736240397,67531.8327528891,93.0,1.86270537025691,2987.33174584618,434.971469806625,2552.36027603956,165780.0,70.0,13.6553159756226
22292,167.0,440.0,010300002040710000010000000500000000000000C06204410000000000DB1A4100000000C062044100000000A0EA1A41000000000082044100000000A0EA1A4100000000008204410000000000DB1A4100000000C06204410000000000DB1A41,100,415910.513500534,145176.79399062,304.0,1.91746933459824,7231.73449655659,450.956730437269,6780.77776611932,132090.0,795.0,13.763826454542
22298,167.0,446.0,010300002040710000010000000500000000000000C062044100000000C0381B4100000000C06204410000000060481B4100000000008204410000000060481B41000000000082044100000000C0381B4100000000C062044100000000C0381B41,59,37850.6655206319,6194.50449191299,54.0,1.89034362610697,6917.03985737132,968.628056485209,5948.41180088611,216400.0,135.0,13.6936972246644
22299,167.0,447.0,010300002040710000010000000500000000000000C06204410000000060481B4100000000C06204410000000000581B4100000000008204410000000000581B4100000000008204410000000060481B4100000000C06204410000000060481B41,121,273649.11691771,65446.0353661664,173.0,1.87155154359769,6593.2454566987,1714.3017319154,4878.9437247833,226155.0,255.0,13.6858055693669
